tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,text,tweet_created,user_timezone
5.6946202317362E+017,neutral,0.6565,,,United,victor_haydin,"@united some compensation (e.g. upgrade to higher class for my rescheduled flight to MUC today) will be appreciated, though ;)",2015-02-22 03:41:41 -0800,Kyiv
5.69463202817417E+017,negative,1,Late Flight,0.7158,US Airways,stevenbattle,@USAirways forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.,2015-02-22 03:46:22 -0800,Eastern Time (US & Canada)
5.694639541557E+017,negative,1,Cancelled Flight,1,US Airways,JesusAmorbang,@USAirways We've been on hold for over 7 hours after my wife's flight was Cancelled Flighted.,2015-02-22 03:49:21 -0800,
5.69464183374385E+017,negative,1,Customer Service Issue,1,US Airways,AdrianMartinG15,@USAirways 4 hours on hold to change a Cancelled Flightled flight. Completely unacceptable!!!,2015-02-22 03:50:16 -0800,
5.69464902164857E+017,negative,1,longlines,0.3569,US Airways,AdrianMartinG15,@Sb5551 Sounds like  @USAirways should have planned better since this weather was no surprise. Completely unacceptable wait times!!!,2015-02-22 03:53:07 -0800,
5.69465299495359E+017,negative,0.6511,Bad Flight,0.3591,US Airways,NCRavens97,@USAirways XNA has TSA Precheck! Would be nice if your system knew that.,2015-02-22 03:54:42 -0800,Eastern Time (US & Canada)
5.69465622301553E+017,negative,1,Customer Service Issue,1,US Airways,WheresRUsso,@USAirways ever think about hiring more agents? Come on now. Don't you think 4 hour holds is a little ridiculous? Get a clue,2015-02-22 03:55:59 -0800,Eastern Time (US & Canada)
5.6946652529759E+017,negative,1,Customer Service Issue,0.6808,US Airways,mnorouzi,"@USAirways - what a disaster! Flight 3739, missed passenger count by 5 since it was done manually!!  Really???",2015-02-22 03:59:34 -0800,
5.69467550100267E+017,negative,1,Flight Booking Problems,0.654,US Airways,jednell,"@USAirways OK, I guess the weather has been rough but I have been trying to sort out missing air-miles for days. Any suggestions?",2015-02-22 04:03:38 -0800,
5.69468659648872E+017,negative,1,Late Flight,1,US Airways,ChanChoJMU07,"@USAirways truly been the worst experience this weekend. Delayed, rerouted 3x, now not boarding A 715 flight and says flight is ""on time""",2015-02-22 04:08:03 -0800,Eastern Time (US & Canada)
5.69468823625028E+017,neutral,0.6788,,0,United,seb749,@united need help. Never got tickets. Conf #ggqzqd,2015-02-22 04:08:42 -0800,Eastern Time (US & Canada)
5.69469169927721E+017,negative,1,Customer Service Issue,1,US Airways,dailylaurel,@USAirways once again your company actualy put people in weird situations.Your hostel voucher was fake.Snow is ok but no lies please,2015-02-22 04:10:04 -0800,Athens
5.69469326547223E+017,negative,0.6811,Late Flight,0.6811,United,jlongoria21,"@united since I have an international connection at 9am, I'm hoping for the same thing!",2015-02-22 04:10:42 -0800,Central Time (US & Canada)
5.69470053348823E+017,negative,1,Cancelled Flight,1,United,DVERandy,@united you Cancelled Flightled my flight without notification?,2015-02-22 04:13:35 -0800,
5.69470268474683E+017,negative,1,Late Flight,0.6684,US Airways,Kerberos_XSN,@USAirways 8 hrs of wait time is unbelieavle unaccpetable biggest airline in the world should have failback call centers,2015-02-22 04:14:26 -0800,Atlantic Time (Canada)
5.6947044157361E+017,negative,1,Customer Service Issue,0.6848,US Airways,Kerberos_XSN,@USAirways my phone has been on hold since midght  fkn 7 hrs of hold ?? Unacceptable!!!!!!!!,2015-02-22 04:15:08 -0800,Atlantic Time (Canada)
5.69470757673292E+017,negative,1,Lost Luggage,1,United,tu_huynh,"@united still missing my luggage, was promised someone would call, no call so far, flight from Shanghai to DC with connecting flight in ORD",2015-02-22 04:16:23 -0800,Eastern Time (US & Canada)
5.69470776576881E+017,negative,1,Customer Service Issue,1,US Airways,Kerberos_XSN,@USAirways @jtrexsocial i fell asleep from a call i placed midght.. guess what still on hold 7 am,2015-02-22 04:16:28 -0800,Atlantic Time (Canada)
5.69471541554979E+017,negative,1,Cancelled Flight,0.6665,United,SagiRoi,"@united 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one#24h,missed meeting,7$ food voucher,hotel chkout#12,flt#5,no wifi#hotel",2015-02-22 04:19:30 -0800,
5.69471635163644E+017,positive,1,,,United,Patty_Ell,@united @suntoshi I still like you united airlines,2015-02-22 04:19:52 -0800,Eastern Time (US & Canada)
5.69471837614137E+017,negative,1,Cancelled Flight,1,Delta,JohnFMacky,@JetBlue my flight 475 Cancelled Flighted due to lavatory problems. Can't confirm if they are gonna get a flight from Boston Logan Int,2015-02-22 04:20:41 -0800,Eastern Time (US & Canada)
5.69472029717611E+017,negative,1,Cancelled Flight,0.6715,US Airways,Marci_DZ,"@USAirways wow.. Flight Cancelled Flightled, slept on the floor at the airport and now flight delayed",2015-02-22 04:21:26 -0800,Eastern Time (US & Canada)
5.69473231498965E+017,neutral,1,,,Delta,yoyijr,@Jetblue I'm so sorry I cheated on you with @Delta @DeltaAssist. Please take me back. I wore protection.,2015-02-22 04:26:13 -0800,Eastern Time (US & Canada)
5.69473302940373E+017,positive,0.6699,,,United,seb749,@united met with agent. All taken care of. Thx for reply,2015-02-22 04:26:30 -0800,Eastern Time (US & Canada)
5.69474081202033E+017,negative,1,Cancelled Flight,1,Delta,JohnFMacky,@JetBlue that's where we all get on the same page. Cancelled Flighted it 45 mins ago. @delta @SouthwestAir help flights from @tfgreenairport to MCO?,2015-02-22 04:29:35 -0800,Eastern Time (US & Canada)
5.6947423085466E+017,positive,0.6848,,,United,traceyabbywhite,@united one lady helping the 12 of us with luggage,2015-02-22 04:30:11 -0800,Eastern Time (US & Canada)
5.69474700386046E+017,positive,0.6421,,0,United,docambrose97,@united My bag reference ID number is IND43728M. Thanks for looking at it.,2015-02-22 04:32:03 -0800,
5.69475000660423E+017,neutral,1,,,United,meigheyburn,@united it can't be delivered. It has to be held there for me to cross the border to pick up. Please don't try to deliver.,2015-02-22 04:33:15 -0800,Eastern Time (US & Canada)
5.69475092582789E+017,negative,1,Customer Service Issue,1,United,traceyabbywhite,@united is 4:30am and I am in the customer service line trying not to scream. #epicfailunited,2015-02-22 04:33:37 -0800,Eastern Time (US & Canada)
5.69475215832388E+017,negative,1,Late Flight,1,US Airways,Sb5551,@USAirways unfortunately patience won't get me to my boat that leaves at 4 pm. I was on hold watching all flights fill up.,2015-02-22 04:34:06 -0800,
5.69475245708419E+017,neutral,0.6931,,,United,meigheyburn,@united is it on a flight now? Thanks for reply.,2015-02-22 04:34:13 -0800,Eastern Time (US & Canada)
5.69475306018353E+017,neutral,0.6807,,0,United,LisaKothari,"@united Seat 14A, Flight UA895",2015-02-22 04:34:27 -0800,Pacific Time (US & Canada)
5.69475909226402E+017,negative,1,Late Flight,1,United,traceyabbywhite,@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,2015-02-22 04:36:51 -0800,Eastern Time (US & Canada)
5.69476281974133E+017,neutral,0.6721,,,United,meigheyburn,@united okay. Thanks.,2015-02-22 04:38:20 -0800,Eastern Time (US & Canada)
5.69476889313563E+017,neutral,0.6863,,,United,docambrose97,@united Thanks!  Good to know.,2015-02-22 04:40:45 -0800,
5.69477178703909E+017,negative,0.6392,Can't Tell,0.6392,United,cedraughn,@united you a bish,2015-02-22 04:41:54 -0800,Eastern Time (US & Canada)
5.69477458023617E+017,negative,1,Customer Service Issue,1,US Airways,RealDaveOrtiz,"@USAirways why don't you hire people to deal with the call volume, this is absolute garbage #incompetent",2015-02-22 04:43:01 -0800,Quito
5.69477571726975E+017,negative,1,Cancelled Flight,1,Delta,JohnFMacky,@JetBlue well they said Cancelled Flight on the PA system. Guess they are trying to get a plane from Boston. And not a 100%  confirmed,2015-02-22 04:43:28 -0800,Eastern Time (US & Canada)
5.69477692166316E+017,negative,1,Customer Service Issue,1,Virgin America,CSHangover,@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh,2015-02-22 04:43:56 -0800,Irkutsk
5.69478023679906E+017,positive,0.3368,,0,United,21stCenturyMom,"@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO",2015-02-22 04:45:15 -0800,Pacific Time (US & Canada)
5.69478023839416E+017,negative,1,Customer Service Issue,0.6657,US Airways,JulesMonacelli,@USAirways now on hold for 2 hrs 20 min. This is ridiculous,2015-02-22 04:45:15 -0800,Eastern Time (US & Canada)
5.69478901166055E+017,negative,1,Can't Tell,0.6632,United,svhlatky,@united now the weight restriction? 'We'll try to get as many of you as we can on this plane',2015-02-22 04:48:45 -0800,
5.69479008708121E+017,negative,0.6688,Late Flight,0.6688,Delta,JohnFMacky,@JetBlue how about an update on flight 475 leaving tf green delayed,2015-02-22 04:49:10 -0800,Eastern Time (US & Canada)
5.6947940442812E+017,positive,1,,,Delta,betorides,"@JetBlue  FLL to MDE, great flight, great customer service, THANKS! 2 mths waiting  @AmericanAir  to speak to a human at customer service",2015-02-22 04:50:45 -0800,Quito
5.69479822226952E+017,negative,1,Cancelled Flight,1,US Airways,hkmonmjh,"@USAirways my flight got Cancelled Flightled to Charlotte. Been on hold for an hour, pls pick up!",2015-02-22 04:52:24 -0800,
5.69480043853947E+017,negative,1,Can't Tell,0.7099,United,mwbotelho,"@united I'm not sure it will have ""next time""...",2015-02-22 04:53:17 -0800,Brasilia
5.69480220203475E+017,neutral,1,,,United,jessehaines,"@united I tried.   We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes.  No resolution.",2015-02-22 04:53:59 -0800,Central Time (US & Canada)
5.69480594419282E+017,negative,1,Late Flight,1,US Airways,CakeNDeath,@USAirways @AmericanAir working for me. Tight cx @Mia so they're delaying our flight. Twice. In 20 secs @jabevan221 http://t.co/G3Uy6w28QH,2015-02-22 04:55:28 -0800,
5.6948069378234E+017,neutral,1,,,United,gwp22183,"@united Do you have plans for an iPad app?  The iPhone app is great, but on the  iPad you have to flip the iPad.  Is there a beta? Tks.",2015-02-22 04:55:52 -0800,
5.69481213016023E+017,negative,0.6513,Late Flight,0.3469,United,jpfox13,@united flight #1 no luck on #standby,2015-02-22 04:57:56 -0800,Eastern Time (US & Canada)
5.69481676893622E+017,negative,1,Bad Flight,0.6659,United,SagiRoi,@united wifi wasn't working onboard.Alerted attendant re socket.You sent me to a hotel for 24 hours with 7$ Vouchers??no wifi at hotel,2015-02-22 04:59:46 -0800,
5.69481844300898E+017,negative,1,Can't Tell,0.6197,US Airways,msk2216Matt,@USAirways looks like you lost another customer  when you stranded @41CGQueen at CLT she vows never to fly with you again #smoothtransition,2015-02-22 05:00:26 -0800,
5.69481897203495E+017,negative,1,Customer Service Issue,1,United,robbid,@united What does delayed due to Customer Service mean for UA761?,2015-02-22 05:00:39 -0800,America/New_York
5.69482263345308E+017,neutral,1,,,Virgin America,NewsSWA,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2,2015-02-22 05:02:06 -0800,Sydney
5.69482278646125E+017,negative,1,Customer Service Issue,1,US Airways,conz,@USAirways I just got hanged up on trying to get to an agent. Can you help?,2015-02-22 05:02:10 -0800,Eastern Time (US & Canada)
5.69482685061554E+017,positive,1,,,Southwest,RizLakh,@SouthwestAir great example of customer service this morning at MSY headed to ATL. Alison and Bobbi were fantastic! Gate B8. Thank you.,2015-02-22 05:03:47 -0800,Atlantic Time (Canada)
5.69483303067132E+017,negative,1,Late Flight,1,US Airways,LaChavalina,@USAirways You are 0 for 3 so far in on-time flights on this vacation.,2015-02-22 05:06:14 -0800,Arizona
5.69483390581383E+017,positive,1,,,United,houckie,@united thank you for flying me out of the mess at IAD and out to San Diego. http://t.co/tlPBaupIk5,2015-02-22 05:06:35 -0800,Eastern Time (US & Canada)
5.69483493236969E+017,neutral,0.6477,,,Delta,OverTheEdge55,@JetBlue  I see my flight from Boston to Pitts is ok from this afternoon. Did you have any delays for the morning flight?,2015-02-22 05:06:59 -0800,
5.69483642931692E+017,negative,0.6843,Cancelled Flight,0.6843,Southwest,marysilvadoctor,@SouthwestAir do you ever reinstate Cancelled Flighted flights?,2015-02-22 05:07:35 -0800,Central Time (US & Canada)
5.69483821080453E+017,negative,1,Cancelled Flight,0.701,Southwest,kimwatsontanner,@SouthwestAir stuck in NYC flights Cancelled Flightled 2 days in a row Long wait times on phones. Running out of $ but SWA no help,2015-02-22 05:08:18 -0800,Pacific Time (US & Canada)
5.69483885404414E+017,negative,1,Cancelled Flight,0.6838,US Airways,VikingJim60,"@USAirways you can't control the weather but you CAN control your systems, processes, people and attitudes. #anotherfail",2015-02-22 05:08:33 -0800,Eastern Time (US & Canada)
5.69483987564962E+017,negative,1,Customer Service Issue,0.6655,US Airways,sydsimone,"@USAirways was on hd for 1hr and 3min at 3:00am since my flgt  from DCA to MSY was Cancelled Flightled, still trying to get out. On hold now 50minssss",2015-02-22 05:08:57 -0800,
5.69484085397058E+017,negative,0.6556,Late Flight,0.6556,United,sap_geek,@united can you not get the first flight of the day off the ground on time?   #1531.  Let's go.......,2015-02-22 05:09:21 -0800,
5.69484387055735E+017,positive,1,,,US Airways,ibeejd,"@USAirways job well done from your Philly employee running check,in today. (Tabitha?) helped us in an emergency &amp; vacation saved!!!",2015-02-22 05:10:33 -0800,America/New_York
5.69484400594952E+017,negative,1,Customer Service Issue,1,Delta,tonytouch09,@JetBlue suck and their customer services are the worst  whats the point of having a loyalty scheme that they don't honor #badairline,2015-02-22 05:10:36 -0800,London
5.69484458744807E+017,negative,1,Customer Service Issue,1,US Airways,mturkos,"@USAirways I have LITERALLY been on hold since 3am est.PlatinumEventually hung up &amp; again back on hold. Understand weather, but ridiculous.",2015-02-22 05:10:50 -0800,Quito
5.69484638219072E+017,negative,1,Customer Service Issue,1,US Airways,dstorres,@USAirways @AmericanAir  is there anyone answering phones today??? Listening to same damn messages for 1:10 minutes,2015-02-22 05:11:32 -0800,Eastern Time (US & Canada)
5.69484671672652E+017,negative,1,Cancelled Flight,1,United,ahaeder,"@united A day Late Flightr, one delayed &amp; one Cancelled Flightled flight, I'm at a gate with no seat assign. Lots of standby ppl also waiting.",2015-02-22 05:11:40 -0800,
5.69484781668459E+017,negative,1,Cancelled Flight,0.3648,US Airways,BrianNewcomb,@USAirways sad experience today on 4663.  Family on Southwest direct to MCO. My loyalty to USAir = not vacationing with my boys today.,2015-02-22 05:12:07 -0800,Quito
5.69484788404322E+017,negative,1,Lost Luggage,1,United,traceyabbywhite,@united lost bag on next flight. Didn't have time to load during the 5 hour delay?Consequence from platinum to gold,2015-02-22 05:12:08 -0800,Eastern Time (US & Canada)
5.69484900828492E+017,negative,1,Customer Service Issue,1,US Airways,sydsimone,"@USAirways and at this point I don't need sorry, I need a revers agt to pick up the call so maybe we can make the 11:30 flight today",2015-02-22 05:12:35 -0800,
5.69484935557485E+017,negative,0.6578,Customer Service Issue,0.6578,US Airways,dstorres,@USAirways @AmericanAir  stranded in North Carolina and trying to figure out options but can't get anyone to talk to,2015-02-22 05:12:43 -0800,Eastern Time (US & Canada)
5.69484965055832E+017,negative,1,Customer Service Issue,1,United,ahaeder,"@united Also, your phone customer service is almost useless. http://t.co/Mb3bJwGOAp",2015-02-22 05:12:50 -0800,
5.6948518163309E+017,negative,1,Customer Service Issue,0.6997,US Airways,dstorres,@USAirways @AmericanAir  Also your on-hold message is trying to sell Valentines Day gifts.  Over a week Late Flight.  Sounds about right for USAir,2015-02-22 05:13:42 -0800,Eastern Time (US & Canada)
5.6948529763915E+017,negative,1,Customer Service Issue,1,Delta,tonytouch09,@JetBlue won't see my money again after their poor service    should have stuck with virgin america what was i thinking trying jetblue???,2015-02-22 05:14:10 -0800,London
5.69485322431697E+017,negative,1,Customer Service Issue,0.6753,US Airways,benjosephson,@USAirways been on hold 2+ hours trying to reschedule Cancelled Flightled DCA-BOS flight. Can anyone help?,2015-02-22 05:14:16 -0800,Central Time (US & Canada)
5.6948588294151E+017,neutral,0.6739,,0,Southwest,BratsyAnn,@SouthwestAir Can you give me info on Flt 681 out of BDL? I see it's Cancelled Flightled.,2015-02-22 05:16:29 -0800,Eastern Time (US & Canada)
5.69487075797565E+017,negative,0.6652,Late Flight,0.6652,US Airways,VikingJim60,"@USAirways ""good news. We've located the crew and made contact with them"". flight was supposed to leave 4 minutes ago. #usairwaysfail",2015-02-22 05:21:14 -0800,Eastern Time (US & Canada)
5.69487121897034E+017,neutral,0.6563,,0,Southwest,JoshYerdon,"@SouthwestAir I was under the impression when there is an 8 hour delay in your flight because of equipment failure, compensation is offered?",2015-02-22 05:21:25 -0800,
5.69487156399378E+017,negative,0.6989,Late Flight,0.6989,United,robbid,@united Thanks.    This one was delayed an hour and a half prior to scheduled departure.,2015-02-22 05:21:33 -0800,America/New_York
5.69487167191425E+017,negative,0.6596,Customer Service Issue,0.6596,United,Whosgunz,"@united you realize you've said this already. At least last time you asked if I needed ""help""",2015-02-22 05:21:35 -0800,
5.69487317917958E+017,negative,1,Late Flight,1,US Airways,corybronze,@USAirways Ten hrs Late Flightr and still here on Army cots @ airport waiting for 11am flight. #poorlyhandled #usairheads http://t.co/18fMr06mn6,2015-02-22 05:22:11 -0800,
5.69487598709817E+017,neutral,1,,,Delta,BannMen,@JetBlue we are on flight 751 and were returning to the gate can you provide any information?,2015-02-22 05:23:18 -0800,Quito
5.69487757741052E+017,negative,1,Can't Tell,0.6561,US Airways,corybronze,@USAirways This was a real life exercise in crisis management which @USAirways failed miserably. Some compensation would go a long way.,2015-02-22 05:23:56 -0800,
5.69487788753555E+017,positive,1,,,Southwest,mardigraschic,"@SouthwestAir Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ",2015-02-22 05:24:04 -0800,Hawaii
5.6948800236125E+017,negative,1,Late Flight,0.6477,US Airways,AbiBarrow,@USAirways - almost 2 hrs 30 mins on hold - any idea how much longer?,2015-02-22 05:24:54 -0800,
5.69488587135296E+017,positive,1,,,Southwest,aawray,@SouthwestAir I've DM'd you. Thanks!,2015-02-22 05:27:14 -0800,Central Time (US & Canada)
5.69488705146069E+017,negative,1,longlines,0.7057,United,KP_DR_RAMOS,"@united your service need work - check out this Bush airport ""customer service line"" last nt #unitedagainstunited http://t.co/g00sAozgtv",2015-02-22 05:27:42 -0800,
5.69488962324173E+017,negative,1,Cancelled Flight,0.6645,US Airways,jlock,@USAirways on hold with 800-428-4322. Flight from DSM to DCA was Cancelled Flighted (4473). Know when it will fly?,2015-02-22 05:28:43 -0800,Eastern Time (US & Canada)
5.6948900695577E+017,negative,1,Flight Booking Problems,0.6308,US Airways,scottcullen,@USAirways took me 4+ hours to book flights yesterday due to system errors between you and @AmericanAir. paid $320 extra due to time lapse,2015-02-22 05:28:54 -0800,Quito
5.69489032100614E+017,neutral,0.6416,,0,United,anil_arca,@united I just sent to you.,2015-02-22 05:29:00 -0800,
5.69489114707431E+017,negative,0.6575,Can't Tell,0.3394,Delta,betorides,"@JetBlue I travel for business twice a week and after the @AmericanAir fiasco, I'll be flying blue more often. Thanks.",2015-02-22 05:29:20 -0800,Quito
5.69489753332191E+017,negative,1,Lost Luggage,0.6871,US Airways,WarrickHoward,@USAirways My bags were supposed to be delivered to NYC last night (missing since Thurs) but are not here. Can someone call me?,2015-02-22 05:31:52 -0800,London
5.69490072975876E+017,negative,0.6552,longlines,0.3448,Delta,BannMen,"@JetBlue yes, they said the runway isn't ready and they're waiting for port authority to remove the snow and they are no where in sight.",2015-02-22 05:33:08 -0800,Quito
5.69490420356375E+017,negative,0.6821,Bad Flight,0.6821,United,sap_geek,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here,2015-02-22 05:34:31 -0800,
5.69490427625087E+017,negative,1,Late Flight,1,Delta,TIURach2014,@JetBlue @fllairport best way to kill nine hours at the airport when all flights are full and the airline won't put you standby? #stranded,2015-02-22 05:34:33 -0800,
5.69490499377062E+017,negative,0.6768,Late Flight,0.3388,United,siobhanvivian,"@united help me, united! I paid for economy plus on a flight that was changed BC of delay. Will I be automatically refunded?",2015-02-22 05:34:50 -0800,Eastern Time (US & Canada)
5.6949068856968E+017,negative,1,Late Flight,1,US Airways,LividFiction,@USAirways I really appreciate there not being an easy way to get another flight when mine has been delayed over 2hrs for mechanical reasons,2015-02-22 05:35:35 -0800,Eastern Time (US & Canada)
5.69491061543797E+017,positive,1,,,Southwest,IrishRob95,@SouthwestAir FINALLY!  A Passbook option for the SWA App. Thank you!!!!!,2015-02-22 05:37:04 -0800,Eastern Time (US & Canada)
5.69491079952642E+017,negative,0.6768,Customer Service Issue,0.3434,United,kaf_silva,@united I would like to know what is the easiest way to get a refund.,2015-02-22 05:37:08 -0800,
5.69491240481382E+017,negative,1,Customer Service Issue,1,US Airways,Dcobbkillingit,@USAirways instead of tweeting your customers apologizing why don't you pick up your phone,2015-02-22 05:37:47 -0800,Eastern Time (US & Canada)
5.69491334643347E+017,negative,1,Flight Booking Problems,1,United,ohsweet_melissa,@united overbooked by FIFTY people?!? the worst.,2015-02-22 05:38:09 -0800,Central Time (US & Canada)
5.69491425110467E+017,negative,1,Customer Service Issue,1,Southwest,Tom_Fili,@SouthwestAir 2 hours on hold for customer service never us SW again,2015-02-22 05:38:31 -0800,Eastern Time (US & Canada)
5.69491456173478E+017,negative,1,Cancelled Flight,1,United,PubliusTX,"@united no, ua 6 finally Cancelled Flighted after hrs of delay. The replacement flight leaves Late FlightR than this one was scheduled tomorrow. Not cool.",2015-02-22 05:38:38 -0800,Central Time (US & Canada)
5.6949153761006E+017,negative,0.6617,Cancelled Flight,0.6617,Delta,OverTheEdge55,@JetBlue  I'm at 4:05  will be nasty in Boston. Have family driving 90 min to pick me up from Erie think flight - what if Cancelled Flighted?,2015-02-22 05:38:57 -0800,
5.69491590105981E+017,positive,1,,,US Airways,TRGTALP,@USAirways Many thanks for your reply! http://t.co/6CGFv02gzb,2015-02-22 05:39:10 -0800,London
5.69491817600655E+017,negative,0.6701,Customer Service Issue,0.6701,United,wamo66,@united @wamo66 after 2 hours and 20 minutes most of which I was on hold I was able to get the Cancelled Flightled flight changed to Delta.,2015-02-22 05:40:04 -0800,
5.69492106923807E+017,negative,1,Customer Service Issue,1,US Airways,kathrynstwtr,"@usairways trick for getting into your hold queue?  I've been calling since Thursday and keep getting the ""call back Late Flightr"" message",2015-02-22 05:41:13 -0800,Eastern Time (US & Canada)
5.69492269000204E+017,negative,0.6628,Lost Luggage,0.6628,US Airways,cgahl,@USAirways lost bags. Cant reach human. delivery driver says he won't give us carseat until we return loaner. We hv NO loanr.5084773604 HELP,2015-02-22 05:41:52 -0800,
5.69492459258057E+017,negative,1,Cancelled Flight,1,US Airways,VELO143,@USAirways seriously!!!  Flight Cancelled Flighted. Auto rebooked to Tuesday??? Then 3hr 26min on hold for nothing. Renting car. Want refund!!!!,2015-02-22 05:42:37 -0800,Eastern Time (US & Canada)
5.694928384483E+017,negative,1,Customer Service Issue,1,US Airways,drgitlin,"@USAirways I’ve been on hold for 36 minutes now, any time you want to answer the phone that would be great.",2015-02-22 05:44:08 -0800,Eastern Time (US & Canada)
5.69493018081948E+017,negative,1,Late Flight,0.3541,US Airways,NatureNerdness,@USAirways 23 min on hold... Drove 2.5 hours to get my delayed bag. I just want to pick it up at SJU.,2015-02-22 05:44:50 -0800,
5.69493046557069E+017,negative,0.6309,Late Flight,0.6309,Delta,MerrickRealtor,@jetblue fly 2301 delayed do to ice at JFK ... Can I switch to a Late Flightr flight for free,2015-02-22 05:44:57 -0800,America/New_York
5.69493077368422E+017,negative,1,Cancelled Flight,0.6703,Southwest,nerisa1127,@SouthwestAir you cx'ed almost the entire east coast flights All other planes are taking off any traveling fine I need to get to Nev ASAP,2015-02-22 05:45:04 -0800,
5.69493640990626E+017,negative,1,Late Flight,1,United,_Charette_,@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491,2015-02-22 05:47:19 -0800,Mountain Time (US & Canada)
5.69493813884031E+017,neutral,1,,,Delta,JohnFMacky,@JetBlue you can 100% confirm that?,2015-02-22 05:48:00 -0800,Eastern Time (US & Canada)
5.69493923451834E+017,negative,1,Cancelled Flight,0.6699,US Airways,drewdenker,@USAirways claimed my flight Cancelled Flighted because PHL runway not good but Delta flight at same exact time is taking off on time.,2015-02-22 05:48:26 -0800,
5.69494270966686E+017,negative,1,Late Flight,0.3477,US Airways,Erika_Ferg,@USAirways you need to figure your scheduling out! #worstflightexperienceever #getmehome,2015-02-22 05:49:49 -0800,Central Time (US & Canada)
5.69494421345047E+017,negative,1,Late Flight,0.6617,US Airways,T2inSF,"@USAirways #Overbooked SXM-CLT delayed deplaning extra passengers. #missedconnection #forcedovernight #CLT, no lodging/food. Disappointed.",2015-02-22 05:50:25 -0800,Pacific Time (US & Canada)
5.69494748341408E+017,negative,1,Customer Service Issue,0.7002,Virgin America,Gr8Fratsby,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,2015-02-22 05:51:43 -0800,Eastern Time (US & Canada)
5.69494878968812E+017,neutral,1,,,Southwest,JohnFMacky,@SouthwestAir you have open seats on flight 4001 pvd to MCO @ 1215pm today?,2015-02-22 05:52:14 -0800,Eastern Time (US & Canada)
5.69494958006264E+017,negative,0.6935,Can't Tell,0.3586,Delta,BannMen,@JetBlue we need an ETA please,2015-02-22 05:52:33 -0800,Quito
5.69495111337275E+017,positive,1,,,United,DaRenton,@united I am - thank you!,2015-02-22 05:53:09 -0800,Mountain Time (US & Canada)
5.69495331399995E+017,neutral,1,,,Southwest,Dricetea,@SouthwestAir i forgot to put my tsa pre number in before I checked in. It is now in my profile but will it be on my boarding pass in the am,2015-02-22 05:54:02 -0800,
5.69495604944089E+017,positive,0.6556,,,US Airways,mayic1963,@USAirways Good morning.,2015-02-22 05:55:07 -0800,
5.69495613173309E+017,negative,0.6604,Late Flight,0.6604,US Airways,Kurt_Wirth,"@USAirways Never heard back, but this would help: Any chance I could bump up my flight time closer to 3pm today? I'm on flight 3960.",2015-02-22 05:55:09 -0800,Eastern Time (US & Canada)
5.69495653526725E+017,neutral,0.6632,,,Southwest,ReneJVega,@SouthwestAir CEO using #Vegas band to help ‘connect’ to people. http://t.co/89gKYuf1Qh  #aviation #business #marketing #consumermarketing,2015-02-22 05:55:19 -0800,Eastern Time (US & Canada)
5.69495664729727E+017,negative,1,Customer Service Issue,1,US Airways,Jabis4,@USAirways GF was on hold for 4 hours and call was dropped!!! HELP!!!!! Need a flight!!!,2015-02-22 05:55:21 -0800,Eastern Time (US & Canada)
5.69496017210462E+017,negative,1,Late Flight,0.6807,US Airways,DestEurope,@USAirways passengers sitting on plane for two hours flight #4663 from CMH!!!  All other flights have left #usairwaysfail #worstairlineever,2015-02-22 05:56:45 -0800,Eastern Time (US & Canada)
5.69496068255195E+017,neutral,1,,,US Airways,Hayden_Ehlich,@USAirways how do I reserve my seat on the AA flight I transfer to from ORD to EVV?,2015-02-22 05:56:58 -0800,Atlantic Time (Canada)
5.69496169652429E+017,neutral,0.6811,,0,US Airways,JulieMerks,"@USAirways, if I rebook on another airline after my flight was Cancelled Flightled, do you reimburse? I need to get home today, not Tuesday.",2015-02-22 05:57:22 -0800,Eastern Time (US & Canada)
5.69496729755652E+017,neutral,0.6316,,0,Delta,MegBurns,@JetBlue on flight 622 from Nassau to JFK. Not showing Cancelled Flightled yet but assuming it will be? Any info?,2015-02-22 05:59:35 -0800,Eastern Time (US & Canada)
5.69496793668592E+017,negative,1,Customer Service Issue,1,Southwest,betorides,@SouthwestAir no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?,2015-02-22 05:59:51 -0800,Quito
